電影名稱,評分,評論
劇場版『鏈鋸人 蕾潔篇』,5.0,"看完久久不能自己，歌好聽、電影好看。
把青春的平鋪直述的寫意、還有充滿悖論的色彩感。
真的好愛好愛，我在寫什麼鬼😂
就是⋯⋯太好看啦～
愛死每個爆破與激情
也很愛最後的落寞與悲涼"
劇場版『鏈鋸人 蕾潔篇』,5.0,強烈推薦一定要進戲院大螢幕觀賞，文戲鋪陳帶入感很強烈，拍的唯美又有藝術感，動作戲更是瘋狂炸裂，好幾幕都挺震撼但又不會太超過，結合各種動作，蕾潔的砰！爆炸完全看不膩，純粹戰鬥爽到爆，本來看漫畫覺得還好，拍成電影後直接起飛，MAPPA真的是神！
劇場版『鏈鋸人 蕾潔篇』,5.0,"有始有終
前面甜甜曖昧氛圍
中後段戰鬥場面連發
非常好看！大推"
劇場版『鏈鋸人 蕾潔篇』,5.0,好看
劇場版『鏈鋸人 蕾潔篇』,5.0,超過癮的爽片
劇場版『鏈鋸人 蕾潔篇』,5.0,精彩好看，看完心真的被蕾潔奪走了🥹
劇場版『鏈鋸人 蕾潔篇』,5.0,"明明知道你在騙我 但是你教我的都是真的 已暈 🫠
OP ED 很棒 打戲更不用說
三個願望一次滿足 還不去戲院支持？"
劇場版『鏈鋸人 蕾潔篇』,5.0,看午夜場。打鬥粉熱血。有劇情。有感動。有刺激。好看
劇場版『鏈鋸人 蕾潔篇』,5.0,前面夏日戀愛氛圍的鋪程，後面大膽瘋狂的打鬥反轉，讓人看了很爽、很滿足！
劇場版『鏈鋸人 蕾潔篇』,4.0,浪漫死 不否認藤本樹又要再挖一次大家的錢包 但終於有個人想要電次的心真是感動
劇場版『鏈鋸人 蕾潔篇』,4.5,我的心已經被蕾潔奪走了
劇場版『鏈鋸人 蕾潔篇』,4.5,前面敘述蠻平順的，突然親下去後面節奏一轉打鬥緊湊好看 愛上 蕾潔與炸彈惡魔了
劇場版『鏈鋸人 蕾潔篇』,5.0,很可以
劇場版『鏈鋸人 蕾潔篇』,5.0,真的很棒
劇場版『鏈鋸人 蕾潔篇』,5.0,蕾潔…❤️
劇場版『鏈鋸人 蕾潔篇』,5.0,這次劇場版比2022年的動畫好很多，但我最喜歡的是整部電影的音樂，有米津玄師自編、自唱的片頭曲＋片尾曲（片尾找了宇多田光一起唱，超好聽），還有整部戲的配樂、音效都很棒。
劇場版『鏈鋸人 蕾潔篇』,5.0,真的需要大螢幕看！！！已經三刷還四刷忘記了，節奏與風格非常爽快，文戲打戲都不落俗套，Mappa跟導演都超級神，OPED攜手米津玄師跟宇多田光兩大重磅，片內音效是牛尾憲輔，隱藏版音樂惡魔！！！OST在YT上已經有了，超級喜歡的
劇場版『鏈鋸人 蕾潔篇』,5.0,見不到最後一面 可憐的雷潔
劇場版『鏈鋸人 蕾潔篇』,5.0,絕對值得進電影院看的
劇場版『鏈鋸人 蕾潔篇』,4.5,音樂和打鬥的場面配的很夠味，最後留下一陣感傷
劇場版『鏈鋸人 蕾潔篇』,4.5,「其實...我也沒上過學...」然後就淚崩了...
劇場版『鏈鋸人 蕾潔篇』,5.0,超愛超甜
劇場版『鏈鋸人 蕾潔篇』,4.5,結合藝術與武打的精彩動畫
劇場版『鏈鋸人 蕾潔篇』,4.5,超級好看，推爆🤘
劇場版『鏈鋸人 蕾潔篇』,4.5,超好看
劇場版『鏈鋸人 蕾潔篇』,5.0,超過一百分
劇場版『鏈鋸人 蕾潔篇』,5.0,好看
世外,5.0,"看電影這麼久，第一次在這裡留下評論。這部作品深深感動我，也讓我明白原來一切都是因緣和合。
而能夠以一個普通人的身份活著，是千年修來的功德。
是一部值得進電影院觀賞的好電影，謝謝🙏"
世外,5.0,千年輪迴，仍信守最初的承諾～蠻感人的. 視覺也美，不愧是得金馬獎之作！
世外,5.0,好看，感動
世外,5.0,得獎實至名歸！
世外,5.0,原作我有，放在供桌上！原作是神，電影沒讓我失望！
世外,5.0,很好看
世外,5.0,淺顯易懂，且抽象俱體化（用隱喻包裝殘局，繩結有其它含意非古人的計數......），祂的“真”才有後續的層層堆疊。
世外,5.0,"看到一直哭😭
很好看
喜歡小鬼和黑天"
他們要殺你,4.5,"非常別出心裁的劇情，武打打好打滿
剩下的心得怕雷到大家，歡迎大家自己發掘"
他們要殺你,5.0,殺不死身體。殺滿地剛好
他們要殺你,5.0,"很特別的題材
幽默武打驚悚片
喜歡女主角的演技💖
結局很棒👍值得一看"
他們要殺你,3.5,不比追杀比尔差时问又刚好不长可看。
他們要殺你,3.0,算是部帶有惡趣味的驚悚動作片..吧！可能期待過高，表現不如預期。主創群是不是鬼滅跟追殺比爾的粉絲啊😆
他們要殺你,5.0,很好看！！
他們要殺你,0.5,不知道在演什麼東西 難看
他們要殺你,0.5,劇情爛透了，不知道看了什麼
他們要殺你,5.0,好多血
他們要殺你,5.0,追殺度完全💯不輸「追殺比爾」，且充滿創意與驚喜，女主角正度直追年輕版版的「荷莉貝瑞」。絕對算是本週爽片首選。推～
門對門移動書店,5.0,溫馨真得很好看！片中的書店竟然真實存在，就是座落於德國西部邊境城市亞琛，一個深耕閱讀文化50年、四度榮獲「德國年度書店獎」的傳奇書店「Backhaus」。這裡真的有一位送書人，每天揹著沉重的背包，把讀者訂購的書親手送到家門口，成為當地人生活中最溫暖的風景。書店全盛時期，聲名擴及全德國，一年舉辦多達70場講座，不少重量級作家與未來的諾貝爾文學獎得主都曾在此分享作品。
門對門移動書店,5.0,"好看很可愛及小感動感傷很喜歡
及送書人和小女孩的故事
及收書人的故事"
跳躍吧！時空少女(全新4K修復版),5.0,一直很想看這部，終於有機會了
跳躍吧！時空少女(全新4K修復版),5.0,跳躍吧！時空少女不是關於改變世界，而是學會面對選擇。每一次跳躍，都換來更深的失去與成長。多年後再看，青春的悸動依舊真實，時間不會等人，但回憶會。
跳躍吧！時空少女(全新4K修復版),5.0,經典回歸❗️懷念以前的細田守
跳躍吧！時空少女(全新4K修復版),5.0,在電影院裡聽到那段經典對白.. 好感動😭
跳躍吧！時空少女(全新4K修復版),5.0,😄
跳躍吧！時空少女(全新4K修復版),5.0,"經典之作, 肯定要買票進戲院支持的"
跳躍吧！時空少女(全新4K修復版),5.0,題材很特別的日動畫電影，值得欣賞一下。
跳躍吧！時空少女(全新4K修復版),5.0,期待的未來，滿滿驚奇
跳躍吧！時空少女(全新4K修復版),5.0,還能看到4k修復版本，真是人生一大幸福，套票也非常值得買
跳躍吧！時空少女(全新4K修復版),5.0,細田守經典之作!
跳躍吧！時空少女(全新4K修復版),5.0,我在未來等你🥹🫶🏻
跳躍吧！時空少女(全新4K修復版),4.5,值得一看，學長啊啊啊😭
跳躍吧！時空少女(全新4K修復版),5.0,這部真的經典！原本以為是熱血的超能力冒險，沒想到最後被那種「青春一去不回」的酸甜感重擊。劇情後勁超強，特別是千昭那句「我在未來等你」，直接讓人淚崩。看完會深刻體會到，有些瞬間錯過了就真的回不去，超推！
跳躍吧！時空少女(全新4K修復版),4.5,推
跳躍吧！時空少女(全新4K修復版),5.0,值得一看
跳躍吧！時空少女(全新4K修復版),5.0,能夠看到4DX版的這部經典動畫電影真是太好了。
跳躍吧！時空少女(全新4K修復版),5.0,👍👍👍
跳躍吧！時空少女(全新4K修復版),5.0,"細田守導演的作品 不管是劇情還是畫風都好喜歡!
而且也能從裡面得到一些啟發~好喜歡這部"
跳躍吧！時空少女(全新4K修復版),5.0,真的很經典👍
跳躍吧！時空少女(全新4K修復版),5.0,讚👍
跳躍吧！時空少女(全新4K修復版),5.0,看了會流淚的喲～
跳躍吧！時空少女(全新4K修復版),5.0,讚
王命之徒,5.0,超好看 不知道朴志訓演技這麼好🥺
王命之徒,5.0,"應該是去年+今年最好看的韓國電影了
感動、好笑、歷史、演技，就連場景也不馬虎耶
，韓國大賣正常發揮而已，期待台灣有更多更多的口碑出來"
王命之徒,5.0,很有興趣看起來很精彩！
王命之徒,5.0,"柳海真的哭戲真的超強! 想忍住不哭都沒辦法... 而且劇本將兩人之間的情誼, 還有劇情的鋪排都非常流順"
王命之徒,5.0,好哭得不得了
王命之徒,5.0,👍👍
王命之徒,5.0,"以古代被迫讓位的君王流放地為故事背景 我覺得滿新鮮的!
看完電影和朋友一起入坑 朴志訓~真的是又帥又會演戲耶,眼神從一開始憂傷轉換成憤慨都很道位，不愧是童星出身!而且笑起來也好帥>///<
柳海真的演技就更不用說了! 電影裡偶爾也浮誇的好笑XDD 和退位君王之間的情誼也相當動容! 難怪韓國評價那麼高 推推大家去看~"
王命之徒,4.0,"不用管電影的真實度到底是什麼了
直接進戲院去看吧，除了開頭無聊點，中後段之後就精采了
只是畢竟結局還是不能跳脫歷史"
王命之徒,5.0,真的超級催淚！ 劇情描述朝鮮流放王的悲劇史詩，節奏抓得很緊，角色情感厚實，特別是後半段的情感爆發，讓人哭到停不下來，完全是近期必看的韓影佳作！
王命之徒,5.0,超級感人😭柳海真跟美都果然值得信任
王命之徒,5.0,"真誠永遠能打動人心
不是讓人激動的流淚
是默默的靜靜地被感動"
王命之徒,5.0,這部韓國史實佳作，看柳海真與朴志訓從戒備到交心。劇情先幽默後催淚，情感細膩、後勁極強，是部讓人淚灑戲院的必看暖心之作。
王命之徒,5.0,前面覺得那位村長很好笑，原本看不太懂，最後有人幫我講解我才看懂，覺得真的還不錯看👍
王命之徒,5.0,"最後當村長大聲悲痛嘶吼，我的眼淚也不自主地流下來。
弱懦的流放君王面對老虎突然像變了一個人似的大喊，震攝了我。原來他不是弱，他也有君主的氣勢，只是他太善良。
以上是讓我看完電影還一直回想的兩幕。"
王命之徒,4.5,推
王命之徒,5.0,值得一看
王命之徒,5.0,如果不是柳海真精彩的演技，這部電影一定會遜色很多。
王命之徒,4.5,😭😭😭
王命之徒,5.0,👍👍👍
王命之徒,5.0,柳海真演技太精彩👍
王命之徒,5.0,讚👍
王命之徒,5.0,哭著出來啊qq
王命之徒,5.0,明明已經知道結局，都做好心理準備了還是沒能忍住不哭QQ 超好看...
王命之徒,5.0,😄
王命之徒,5.0,非常感人，賺人熱淚，大推
王命之徒,4.5,還蠻好看的
王命之徒,5.0,好看，有笑有淚，一流演技。
王命之徒,5.0,王命之徒不是靠煽情取勝，而是用極度克制的情感慢慢逼近你。權力被剝奪後留下的是孤獨與尊嚴，角色之間的陪伴比台詞更有力量。看完沒有立刻哭，但那股沉重會在心裡停很久，是後勁很強的電影。
王命之徒,5.0,感人至深，哭到不行啊
王命之徒,0.5,沒有哭黔，不感人。
空之境界劇場版：第六章 忘卻錄音,5.0,第六章了，從頭看了好幾遍，大推
空之境界劇場版：第六章 忘卻錄音,5.0,空之境界劇場版：第六章 忘卻錄音一反系列的陰鬱厚重，轉為輕快的校園推理篇章。以黑桐鮮花為主角，傲嬌與成長並行，和兩儀式的對手戲充滿青春火花。氛圍輕盈卻不失詭譎，是系列中難得可愛又耐看的異色之作。
空之境界劇場版：第六章 忘卻錄音,5.0,真的很喜歡鮮花，這集很特別很好看
空之境界劇場版：第六章 忘卻錄音,5.0,鮮花戰力超強的一集
空之境界劇場版：第六章 忘卻錄音,5.0,"鮮花當主角了! 她真的傲嬌的很可愛耶~
特典海報也好棒! 期待下集"
空之境界劇場版：第六章 忘卻錄音,5.0,實在超愛，二刷，必要的
空之境界劇場版：第六章 忘卻錄音,5.0,😄
空之境界劇場版：第六章 忘卻錄音,5.0,看完真的有點燒腦，氛圍壓抑又詭異，劇情慢慢推進卻讓人緊張到不敢鬆懈，最後收尾帶點餘韻，讓人心裡毛毛的。
空之境界劇場版：第六章 忘卻錄音,5.0,很不一樣👍
空之境界劇場版：第六章 忘卻錄音,5.0,值得一看
空之境界劇場版：第六章 忘卻錄音,5.0,推！！！
空之境界劇場版：第六章 忘卻錄音,5.0,👍👍👍
空之境界劇場版：第六章 忘卻錄音,4.5,👍
空之境界劇場版：第六章 忘卻錄音,5.0,讚
空之境界劇場版：第六章 忘卻錄音,5.0,鮮花!!!
空之境界劇場版：第六章 忘卻錄音,5.0,👍
星光王子 Your Endless Call! 一起閃耀！Prism☆Tours,5.0,"非常享受的一部作品，只要認識任何一代星光系列的粉絲必看
已經準備多刷了"
送葬人2,1.0,既沒有感人肺腑，也沒有恐怖情節。
送葬人2,0.5,想睡
送葬人2,5.0,這集後勁超強！原本以為只是來搞笑的，結果後半段直接哭爛。電影把「告別」拍得很真實，笑點與淚點切換得神準。雖然有些角色戲份不多，但那種對親情與遺憾的描寫非常入心，看完會更想珍惜身邊的人。
送葬人2,5.0,值得一看
送葬人2,5.0,好看好笑又有點悲傷，看看不同文化對死亡的解讀跟接受，對死去的親人的思念，真的看著這部有著淡淡的哀傷與無奈，不完全是恐佈片，蠻好看的
送葬人2,4.5,推
送葬人2,5.0,👍👍👍
送葬人2,5.0,笑中帶淚，挺感人的
送葬人2,5.0,非常好看，推薦。
送葬人2,5.0,👍
送葬人2,5.0,不錯好看
送葬人2,5.0,嚴肅的主題，但可以笑得很甜。^o^
送葬人2,5.0,第二集更好笑
送葬人2,5.0,我覺得第二集更打動我🥹阿嬤劇情殺我實在忍不住 推推
送葬人2,5.0,又好笑又好哭
送葬人2,5.0,😄
送葬人2,5.0,好看👍
送葬人2,5.0,送葬人2在延續首集幽默節奏下，加入更濃厚的情感層次，笑點自然不刻意，卻能在關鍵時刻直擊人心。角色關係更立體，生死議題被包裝得溫柔又真誠，是一部能讓人笑著進場、紅著眼眶離開的續集佳作。
送葬人2,5.0,第2集更令人傷感
送葬人2,1.0,像寫實當地文化的紀錄片，今年度第一次看到這麼難看的電影
送葬人2,2.0,從頭到尾會很想睡覺的劇情！
送葬人2,0.5,真的還好
送葬人2,5.0,比第一集更好哭😭而且主題曲超好聽
送葬人2,5.0,讚
送葬人2,5.0,笑中帶淚的恐怖片 有看第一集千萬不要錯過!
送葬人2,5.0,第一集因為很好看，再次去看了第二集，覺得很厲害，比第一集更好看了。有笑有淚，值回票價
總統的蛋糕,5.0,從一個市井小民的眼睛，看伊拉克這個國家～主角小孩們的視角和大人不同，全篇沒有沈重的控訴，但可以看出窮困與不義～
淵的信件,4.5,把暖心的漫畫變成電影，推
冠軍之路,5.0,看到片中幾位旅外球員在國外發展及私底下的辛酸，真心覺得他們旅外也是希望爭取到好成績，證明自己的實力，讓台灣發光發熱，12強我們終於奪得世界冠軍，但球迷該省思的，球員的努力，我們都該繼續支持下去，相信他們，多去球場支持心愛的球隊球員，一起Team Taiwan 。
冠軍之路,5.0,"這是一部已經知道結局但處處驚喜的紀錄片，可以看到這些球員養成之路上的辛苦和努力，也能看見球員、教練、情蒐團隊間是怎樣配合，我喜歡球員分享上場前決定怎麼和對方打者或投手的決策過程，原來球員是這樣思考的，絕對不是什麼球來就打這種盲目路數，鬥智和放手一搏的自信和拚勁真的很迷人。
野球/棒球真的是最能凝聚國人團結心的一項運動，不管是堅持稱呼我們是Team Taiwan還是中華隊，我們就是同一隊、這就是我們的國家隊。
台灣人現在最迫切應該面對的，也是國家認同的釐清，你是要選擇當一個堅持不懈的勇敢台灣人，還是要當投降派、淪為永世只能跪著站不起來的中國奴呢？"
冠軍之路,4.5,不看棒球的可以跳過，但，有看棒球的人一定要看！看到好多人偷偷擦眼淚，真的很感動！
冠軍之路,4.5,張奕不放棄的精神令人感動，祝福你，棒球生涯繼續精彩發光。
冠軍之路,5.0,勵志、感動，好看！
冠軍之路,5.0,很好看，滿滿的感動，配樂太強了！
冠軍之路,5.0,超熱血～超好看🏆☺️👍
冠軍之路,4.5,完整記錄十二強過程和球員心聲的紀錄片，戲劇性的過程和結局，是背後無數團隊情蒐和球員經挫敗後仍努力奉獻的成果，從片頭氣氛和配樂的營造就已經讓觀影者感受的熱血沸騰，片中串聯了各場賽事、團隊精華與訪談毫無冷場，曾經親臨賽事現場的自己也彷如重新回到十二強現場重拾對於Team Taiwan的感動！
冠軍之路,5.0,有感動也有很好笑的地方
冠軍之路,5.0,"不管是音效或是剪輯,每個瞬間的編排都很能帶觀眾 進入這條冠軍之路,能感同身受當下的氛圍,更深入認識那些選手"
冠軍之路,4.5,"1/1上映帶著打球的小朋友一起觀影，
看完後他們都好想練球，
中間看著看著就感動了，黃恩賜的笑點，
根本是勵志片傑憲和張奕講述心路歷程……
其實打球過程中如同人生的縮影
每個play都是新的開始、每年都有新的賽季，
哭著哭著就笑了，享受體驗當下
很開心有生之年經歷此次賽程
2025樂天桃猿拿冠軍的過程也很激勵球迷
但拍出來可能只有猿迷會看吧！"
冠軍之路,4.5,非常感人的奮鬥過程，拿到世界冠軍不是偶然，是所有團隊努力的成果，幕後人員也功不可沒，這個冠軍是台灣所有人的冠軍，影片值得一看再看👍
冠軍之路,5.0,真的不是單純講比賽，把很多選手的心路歷程都挖出來了。很值得看！
冠軍之路,5.0,好看
冠軍之路,5.0,非常熱血感動的電影臺灣棒球奪下世界12強冠軍的過程都描素的很清楚太棒了
冠軍之路,5.0,"很高興這部紀錄片關注在選手教練、整個團隊人員背後的故事，而非只是賽場上的表現。
是一部資深棒球迷、一日球迷都能享受其中的電影。感人、好笑、振奮人心，是必看的一部好作！"
冠軍之路,5.0,進電影院前，一定要備妥衛生紙！很感人，很好哭 🥰
冠軍之路,5.0,"沒看過的劇情處處驚喜，感動有、歡笑有！
整場熱血沸騰，一直回顧了當初看電視比賽時的感動，超讚讚讚！"
冠軍之路,5.0,推爆！這條艱辛的冠軍之路，大家一起見證，未來不管怎麼樣，都要繼續支持！！！
冠軍之路,5.0,這是一趟奇幻的旅程，謝謝你，我的中華隊
冠軍之路,5.0,再感動一次，尤其是後面主題曲一下，雞皮疙瘩啊！
冠軍之路,5.0,不追棒球的我也看到很感動～台灣人都必看進去支持的一部紀錄片
冠軍之路,5.0,"超超超級好看
從頭到尾都很催淚 （除了恩賜的笑點🤣）
非應援場…但看完全場還一起鼓掌👏
棒球迷必看👍"
冠軍之路,5.0,很棒的紀錄片👍
冠軍之路,5.0,"非常好看
不懂棒球的人也能看完全場
情緒價值滿滿"
冠軍之路,5.0,很勵志感人，超級好看
冠軍之路,4.5,只要是台灣人都該要看過
冠軍之路,5.0,"一定要去看！！！
很感動~🥹"
冠軍之路,4.5,坐在電影院，還沒開始播就想哭了。推推!!
冠軍之路,4.5,必看
情感的價值,5.0,厲害的觀影人才會想看的好電影，後韻極強
情感的價值,4.5,情感真摯，由大至小連結了歷史及家庭創傷
情感的價值,5.0,四刷（待續刷）整部電影實現導演所說的──Tenderness is the new punk.
情感的價值,5.0,很有意思後韻極強的一部優質電影
情感的價值,1.5,藝術片控最愛的電影
情感的價值,5.0,細膩手法層層堆疊，但又太過隱晦，可能導致能看懂的人不多，曲高和寡
情感的價值,5.0,"近年難得的好片！
情感層次飽滿
演員演出平實卻深邃
看不懂的留言會寫無言聊，我們只能面帶微笑。
就像，怎會期望館長會看得懂藝術片…"
情感的價值,5.0,好看
情感的價值,2.0,好無聊，悶
情感的價值,1.5,簡單的故事，複雜而冗長的敘事手法，真不知道那些高分評價是怎麼來的？🥱🥱🥱
山羊巔峰,5.0,"因為今天是慶祝情人節快樂的時候來臨，就決定放春節旅連假過去欣賞動畫片來輕鬆舒壓最適合。👍🤑
祝福大家恭喜發財萬事如意！🧨🧧"
山羊巔峰,0.5,"搬運IMDB1星評論
首先，這完全是老派的成功故事，我們已經看過無數遍了，劇情毫無新意。
其次，整部電影節奏很快，畫面炫目，讓人目不暇接，簡直讓人喘不過氣來。
第三，植入廣告太多了：安德瑪、賓士——真的，到處都是。我可不想花錢買電影票就為了看廣告。當然，最好的車是賓士，最好的運動鞋是安德瑪，等等。
此外，角色塑造也很失敗，沒有一個真正好笑的笑話。
最後，動畫畫面卡頓，幀率只有19-20幀，感覺畫面延遲嚴重。我不明白為什麼會這樣。
所以，我只能給它一顆星。
大人想看感覺可以略過只是蜥蜴很紅而已"
山羊巔峰,4.0,"這卡通就是要給小朋友看的
一大人的眼光都會覺得劇情有點草率
不過娛樂感十足節奏有點快，就是了"
山羊巔峰,5.0,保持一貫的SONY動畫風格，挺催淚的，「dream Big」這句貫徹整部片，是我除了動物方城市2之外可以一刷在刷的電影
山羊巔峰,3.5,有人看到哭
山羊巔峰,4.5,利用春假期間帶著家人一同欣賞，如同預期的舒壓放鬆，很容易猜測的劇情走向，簡單來說，就是圖一個愉快心情！ 很適合全家大小一起觀賞！
山羊巔峰,3.5,節奏很快 我看的很認真但是因為節奏太快了情緒跟不上 優點跟缺點剛好一體兩面 美術跟角色設計都很不錯
山羊巔峰,5.0,神作
山羊巔峰,0.5,陳腔濫調
山羊巔峰,2.5,"衝著獵魔女團製造團隊去看的
結果一般，沒有亮點"
山羊巔峰,4.0,轉折稍稍硬點，然後偶爾跟不上節奏，整體還不錯看！如果英語能力好，對籃球跟饒舌也熟悉的話，應該會更投入會得到更多趣味！
山羊巔峰,5.0,說不好的人都有問題
劇場版 我內心的糟糕念頭,5.0,甜到爆
劇場版 我內心的糟糕念頭,4.5,第一次看此部，我覺得蠻喜歡的
劇場版 我內心的糟糕念頭,5.0,好甜啊，記得戴墨鏡去看😏
劇場版 我內心的糟糕念頭,5.0,請問中部現在有機會看得到嗎？
劇場版 我內心的糟糕念頭,5.0,總篇集加新增約10分鐘的全糖新畫面
劇場版 我內心的糟糕念頭,4.5,"原本想說是接續第二季後續的劇情，沒想到是總集篇
但還是不錯看，歌也蠻好聽"
夜王,4.0,雖然尾段的反轉不難猜，但整體還不錯看！去年看了破地獄後，有黃子華出演的職人劇都蠻想看看的！
夜王,5.0,夜王好看！雖然不知道是哪些劇情有被刪掉，好久沒看到鄭秀文的電影了，加上黃子華和王丹妮，非常好看！有好笑也有感人！
夜王,5.0,"就算是聽不懂廣東話也可以笑翻！
分三段部分，前面的戲分分都搞笑，中段開始轉折，尾段開始嚴肅處理問題，節奏明快不拖戲也不刻意勒索觀眾情緒！"
夜王,4.5,"有刪減過, 有些中國那邊有的片段這邊沒有, 不喜歡這樣."
夜王,5.0,港式幽默太好笑了，中間還看到掉眼淚，太好看了
夜王,5.0,超級好看，沒有冷場，男主角重情，超級會做人
夜王,5.0,超好看，鄭秀文演媽媽桑跟男主角一起渡過難關，設了一個騙局，贏回一億元👍
夜王,4.5,"真的好看
有一種革命的情感 讚"
夜王,5.0,好看
夜王,4.5,今天2刷電影。非常欣賞男主角歡哥為人重情重義。
夜王,2.5,少掉的片段不少噢
我獨自蜜月,5.0,雖然是我獨自去看，但意外的好看，拒絕我的朋友永遠不知道自己錯過了什麼
我獨自蜜月,5.0,我獨自蜜月用極其日常的細節，拍出了失戀後的空洞與自我修復。沒有刻意煽情，卻讓人一幕幕對號入座。孤單、遺憾、放不下，都被溫柔保留下來，很適合在情緒低潮時，一個人靜靜看完，然後慢慢和自己和解。
我獨自蜜月,5.0,看完都想去義大利了啦><
我獨自蜜月,5.0,協力車那段笑到不行! 慘的超好笑!
我獨自蜜月,5.0,非常讓人感應入境，可以靜靜跟自己內心對話
我獨自蜜月,5.0,"這部片真的很有意思，
讓人覺得男主角又可憐又好笑"
我獨自蜜月,5.0,結局還有翻轉！很久沒看到這種輕鬆的愛情喜劇了 女主角好漂亮
我獨自蜜月,4.0,看預告就知道演什麼，不過地點在義大利，看著美麗的風景，漂亮的人，整個就一個浪漫
我獨自蜜月,5.0,我也想去這樣的地方旅行🫠
我獨自蜜月,5.0,讚👍
我獨自蜜月,5.0,很棒的一部電影！
我獨自蜜月,2.5,"很中規中矩的治癒片 可能我不是受眾吧 只能給到5/10
不過最後的反轉有小亮點"
我獨自蜜月,4.5,滿喜歡的一部浪漫小品
我獨自蜜月,5.0,超好看的，很推薦
我獨自蜜月,5.0,好看又好笑，最後結局有嚇到，整部片有被溫暖到，非常值得一看
我獨自蜜月,5.0,值得一看
我獨自蜜月,5.0,"這真的是
我收過最棒的分手信了
Ya～"
我獨自蜜月,5.0,有趣好看
我獨自蜜月,5.0,👍👍👍
我獨自蜜月,5.0,好看，大推
我獨自蜜月,4.5,推
我獨自蜜月,5.0,👍👍👍
我獨自蜜月,5.0,超級療癒! 想去義大利玩了
我獨自蜜月,4.5,👍
我獨自蜜月,4.5,"後面的反轉真的讓我蠻意外的
好看 看完了心裡暖暖的"
我獨自蜜月,5.0,😄
我獨自蜜月,5.0,這部片真的笑中帶淚！看凱文·詹姆斯在義大利「獨自放閃」超荒謬，雖然被悔婚很慘，但看他在美景中慢慢找回自己，反而變得很療癒。劇情輕鬆不燒腦，看完會讓人覺得：就算一個人出國，其實也能玩得超精彩！
我獨自蜜月,5.0,👍
我獨自蜜月,5.0,有趣👍
再見了，可魯(數位經典重映),5.0,我有看過香港的再見了，可魯（數位經典重映) ! 我覺得這部電影好好看喔！我覺得這個黃金小狗特別可愛，我好喜歡喔！我覺得這部電影適合大小朋友看的電影喔！🐶🐶🐶🐶🐶！我一定會去看這部電影喔！我雖然很喜歡養一隻小狗！我家不能養小狗！我希望我養一隻小狗，每天陪他睡覺喔！我希望養一隻小狗每天餵他吃飼料和喝水喔！
